주차장명,주소,주차장 종류명,운영구분명,전화번호,주차 면(주차 가능 차량 수),유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도
아차산 공영주차장(시),광진구 광장동 369-0,노외 주차장,시간제 주차장,02-455-5288,39,유료,800,2200,800,2200,800,2200,무료,무료,,150,5,150,5,,37.55163204,127.1008538
자양전통시장 공영주차장(구),광진구 자양동 631-18,노외 주차장,시간제 + 거주자 주차장,02-458-1624,24,유료,900,1900,900,1900,900,1900,무료,무료,,250,5,250,5,,37.53380376,127.0816039
성북구 길음동 1070-23(구),성북구 길음동 1070-23,노외 주차장,시간제 주차장,,12,유료,0,2400,0,0,0,0,유료,유료,0,2000,60,0,0,0,37.60512964,127.025378
견인보관소(구),동대문구 휘경동 361-0,노외 주차장,시간제 주차장,02-2247-9666,40,유료,0,2400,0,2400,0,2400,무료,무료,170000,500,10,500,10,0,37.58901132,127.0691229
구룡 공영주차장(구),금천구 시흥동 964-0,노외 주차장,시간제 + 거주자 주차장,02-809-0061~7,19,유료,830,1900,830,1900,830,1900,무료,무료,0,65,5,65,5,0,37.47789414,126.902755
다목적 공영주차장(구),금천구 독산동 971-0,노외 주차장,시간제 + 거주자 주차장,02-865-7557,46,유료,830,1900,830,1900,830,1900,무료,무료,0,65,5,65,5,0,37.47633196,126.9018971
영등포본동제2공영(구신길2동)(구),영등포구 신길동 186-355,노외 주차장,시간제 주차장,02-831-4938,61,유료,1000,1900,1000,1900,1000,1900,무료,무료,65000,50,5,50,5,0,37.51332538,126.9140778
면목초교주자창(구),중랑구 면목동 192-1,노외 주차장,시간제 주차장,,82,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58919215,127.0757948
방배열린문화센터(구),서초구 방배동 852-14,노외 주차장,시간제 주차장,080-330-3600,109,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.48895873,126.9923298
풍납유수지공영주차장(구),송파구 풍납동 387-0,노외 주차장,시간제 주차장,02-3010-7455,234,유료,0,2400,0,2400,0,2400,무료,무료,0,250,5,250,5,0,37.52529597,127.1060433
가오천 노상공영(구),강북구 수유동 181-40 ,노상 주차장,시간제 + 거주자 주차장,,66,유료,900,1900,900,1500,0,0,무료,무료,100000,200,5,200,5,10000,37.64378941,127.0249941
벽산 노상공영(구),강북구 수유동 36-1 ,노상 주차장,시간제 + 거주자 주차장,,26,유료,900,1900,900,1500,0,0,무료,무료,100000,200,5,200,5,10000,37.64093413,127.0187404
나눔터길 노상공영(구),강북구 수유동 605-185 ,노상 주차장,시간제 + 거주자 주차장,,51,유료,900,1900,900,1500,0,0,무료,무료,100000,200,5,200,5,10000,37.63567441,127.0195984
서강대역 환승 공영주차장(구),마포구 신수동 93-35,노외 주차장,시간제 주차장,02-300-5052,98,유료,1000,2000,1000,2000,1000,2000,무료,무료,50000,150,5,150,5,0,37.55102716,126.9364628
마장 축산물시장 서문(구),성동구 마장동 522-1,노외 주차장,시간제 주차장,02-2282-7755,130,유료,0,2400,0,2400,0,2400,무료,무료,120000,250,5,250,5,18000,37.5704876,127.0383274
다산아트공영주차장(구),중구 신당동 432-612,노외 주차장,시간제 + 거주자 주차장,02-2280-8366,76,유료,800,2300,800,2300,0,0,무료,무료,140000,150,5,150,5,0,37.55167324,127.0047041
영등포구청별관청사(구),영등포구 당산동3가 560-0,노외 주차장,시간제 주차장,02-3667-0333,61,유료,800,1900,900,1800,0,0,무료,유료,84000,150,5,150,5,0,37.528464,126.89437
벚꽃길주차장(구),양천구 신정동 884-8,노외 주차장,시간제 주차장,02-2644-1386,33,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.52756848,126.8599774
동국제강(시),중구 삼각동 111-1,노외 주차장,시간제 주차장,02-2261-0815,14,유료,900,1900,900,1900,0,0,무료,유료,250000,500,5,500,5,0,37.56733736,126.9834345
봉산도시자연공원 지하공용주차장(구),은평구 신사동 55-5,노외 주차장,시간제 주차장,,106,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.59751011,126.9040259
고척근린공원지하주차장(시),구로구 고척동 9-14,노외 주차장,시간제 주차장,02-850-0920,199,유료,0,2400,0,2400,0,2400,무료,무료,112000,150,5,150,5,0,37.50559235,126.8519725
황학어린이공원지하주차장(구),중구 황학동 755-0,노외 주차장,시간제 + 거주자 주차장,02-2256-7004,113,유료,0,2400,0,2400,0,2400,무료,무료,180000,200,5,200,5,0,37.56754712,127.0181331
올리브타워 옆(구),중구 서소문동 135-0 ,노상 주차장,시간제 주차장,02)2280-8365,16,유료,800,2200,900,2200,0,0,무료,유료,200000,400,5,400,5,0,37.56165422,126.9730778
가락몰 주차장(시),송파구 가락동 600-0,노외 주차장,시간제 주차장,02-3435-0695,2066,유료,0,2400,0,2400,0,2400,무료,무료,0,1000,120,500,10,0,37.493474,127.116643
구로4동 주택가 공동 주차장(구),구로구 구로동 741-44,노외 주차장,시간제 주차장,02-839-4875,198,유료,0,2400,0,2400,0,2400,무료,무료,75000,100,5,100,5,0,37.48968656,126.886952
한남동공영주차장(구),용산구 한남동 685-46,노외 주차장,시간제 주차장,02-749-3633,250,유료,0,2400,0,2400,0,2400,무료,무료,180000,250,5,250,5,0,37.53496611,127.0001918
독산4동 공영주차장(구),금천구 독산동 187-40,노외 주차장,시간제 + 거주자 주차장,,50,유료,830,1900,830,1900,830,1900,무료,무료,0,65,5,65,5,0,37.46943849,126.9045065
영남(시),영등포구 영등포동4가 123-0,노외 주차장,시간제 주차장,02-2648-8292,805,유료,0,2400,0,2400,0,2400,무료,무료,125000,500,5,200,5,0,37.51947074,126.902609
뚝섬윈드서핑장옆(한강공원)(시),광진구 자양동 558-3,노외 주차장,시간제 주차장,02-416-0313,99,유료,900,200,900,200,0,0,무료,유료,50000,1000,30,200,10,10000,37.52772418,127.0791041
이촌한강공원주차장(시),용산구 이촌동 376-0,노외 주차장,시간제 주차장,02-533-2883,150,유료,900,2300,900,2300,0,0,무료,유료,50000,1000,30,200,10,10000,37.52096923,126.9597975
뚝섬청담대교밑(한강공원)(시),광진구 자양동 97-5,노외 주차장,시간제 주차장,02-3780-0521,136,유료,900,200,900,200,0,0,무료,유료,50000,1000,30,200,10,10000,37.5310785,127.0646183
뚝섬안내센터앞(한강공원)(시),광진구 자양동 435-0,노외 주차장,시간제 주차장,02-416-0313,356,유료,900,200,900,200,0,0,무료,유료,50000,1000,30,100,5,10000,37.5286166,127.0722268
빨래골 노상공영(구),강북구 수유동 49-27 ,노상 주차장,시간제 + 거주자 주차장,02-944-3025,35,유료,900,1900,900,1500,0,0,무료,무료,100000,200,5,200,5,10000,37.6326313,127.018844
수유마을시장 공영주차장(구),강북구 수유동 55-53,노외 주차장,시간제 주차장,02-944-3053,116,유료,0,2400,0,2400,0,2400,무료,무료,80000,100,5,100,5,10000,37.63066419,127.0218459
구청앞(구),강북구 수유동 142-0 ,노상 주차장,시간제 + 거주자 주차장,,1,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,15000,37.63966326,127.0262156
시흥 4동 공용주차장(구),금천구 시흥동 704-56,노외 주차장,시간제 + 거주자 주차장,,124,유료,830,1900,830,1900,830,1900,무료,무료,0,65,5,65,5,0,37.4594198,126.9087125
시흥 4동 (삼성)공영주차장(구),금천구 시흥동 171-1,노외 주차장,시간제 + 거주자 주차장,,51,유료,830,1900,830,1900,830,1900,무료,무료,0,65,5,65,5,0,37.45459691,126.9090117
금천구 시흥동 997-1(구),금천구 시흥동 997-1,노외 주차장,시간제 주차장,,120,유료,700,1900,0,0,0,0,유료,유료,0,100,5,0,0,6000,37.45368598,126.8972777
도곡초교(구),강남구 대치동 924-10,노외 주차장,시간제 주차장,02-501-5921,200,유료,0,2400,0,2400,0,2400,무료,무료,180000,300,5,300,5,25000,37.49906096,127.0546851
서울마당놀이(구),송파구 잠실동 47-1,노외 주차장,시간제 주차장,02-2157-1091,17,유료,900,1800,900,1800,900,1800,무료,무료,250000,500,5,500,5,0,37.508919,127.1000259
신구초교(구),강남구 신사동 550-11,노외 주차장,시간제 주차장,02-540-6149,185,유료,0,2400,0,2400,0,2400,무료,무료,180000,300,5,300,5,25000,37.52309456,127.0242926
역삼문화공원(구),강남구 역삼동 635-0,노외 주차장,시간제 주차장,,59,유료,900,1900,0,0,0,0,유료,유료,180000,300,5,300,5,25000,37.50229995,127.0300608
대왕초교(구),강남구 세곡동 517-0,노외 주차장,시간제 주차장,,100,유료,0,2400,0,0,0,0,유료,유료,70000,100,5,100,5,12000,37.46445115,127.1055827
천마(구),송파구 마천동 1-5,노외 주차장,시간제 주차장,,140,유료,0,2400,0,2400,0,2400,무료,무료,60000,50,5,50,5,0,37.500128,127.15601
보라매공원동문주차장(구),동작구 신대방동 395-0,노외 주차장,시간제 주차장,,52,유료,900,2200,900,2200,900,2200,무료,무료,0,100,5,100,5,0,37.49319703,126.9205143
빙수골장미(구),동작구 상도동 301-132,노외 주차장,시간제 주차장,,64,유료,0,2400,0,2400,0,2400,무료,무료,100000,150,5,150,5,35000,37.49317759,126.9340176
32공영주차장(구),강남구 신사동 564-0,노외 주차장,시간제 주차장,02-549-0463,26,유료,900,1900,0,0,0,0,유료,유료,280000,400,5,400,5,30000,37.52166886,127.0267945
북아현 가구단지(구),서대문구 북아현동 915-0,노외 주차장,시간제 주차장,,15,유료,1000,2100,1000,2100,0,0,무료,유료,240000,250,5,250,5,0,37.55829286,126.9603554
방이고분(구),송파구 방이동 125-0,노외 주차장,시간제 + 거주자 주차장,,61,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,100,5,0,37.50794057,127.118192
송파근린공원(구),송파구 송파동 113-2,노외 주차장,시간제 주차장,02-418-3854,324,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.50590513,127.1097962
중구구민회관 부설(구),중구 을지로6가 18-14,노외 주차장,시간제 주차장,02-2265-7765,71,유료,0,2400,0,2400,0,2400,무료,무료,240000,250,5,250,5,0,37.56862553,127.0060115
중림종합복지센터 부설주차장(구_중림(제5))(구),중구 중림동 155-1,노외 주차장,시간제 주차장,02-2280-8446,65,유료,600,2200,900,1800,0,0,무료,유료,0,250,5,250,5,0,37.55947076,126.9661609
신길6동공영(구),영등포구 신길동 3203-0,노외 주차장,시간제 주차장,02-831-9463,132,유료,1000,1900,1000,1900,1000,1900,무료,무료,65000,50,5,50,5,0,37.50246528,126.9111455
경부제3녹지공영주차장(구),영등포구 신길동 69-39,노외 주차장,시간제 주차장,02-2650-1435,143,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.51357817,126.92347
여의도2(마포대교 남단)주차장(시),영등포구 여의도동 84-4,노외 주차장,시간제 주차장,,171,유료,900,2300,900,2300,900,2300,무료,무료,100000,2000,30,150,5,15000,37.52825895,126.9326509
여의도3(서강대교남단)주차장(시),영등포구 여의도동 83-6,노외 주차장,시간제 주차장,02-782-8634,800,유료,900,2300,900,2300,900,2300,무료,무료,100000,2000,30,150,5,15000,37.53240356,126.924436
여의도4(여의2교밑)주차장(시),영등포구 여의도동 19-0,노외 주차장,시간제 주차장,,141,유료,900,2300,900,2300,900,2300,무료,무료,100000,2000,30,150,5,15000,37.52521228,126.9128624
여의도5(성모병원앞)주차장(시),영등포구 여의도동 63-0,노외 주차장,시간제 주차장,,217,유료,900,2300,900,2300,900,2300,무료,무료,100000,2000,30,150,5,15000,37.51696501,126.9357639
경동고(구),성북구 삼선동3가 43-1,노외 주차장,시간제 주차장,,124,유료,0,2400,0,2400,0,2400,무료,무료,90000,150,5,150,5,10000,37.58574745,127.014984
정릉시장(구),성북구 정릉동 405-4,노외 주차장,시간제 주차장,,20,유료,0,2400,0,2400,0,2400,무료,무료,120000,150,5,150,5,10000,37.60821867,127.0094212
길음시장(구),성북구 길음동 1286-8,노외 주차장,시간제 주차장,,56,유료,0,2400,0,2400,0,2400,무료,무료,90000,150,5,150,5,10000,37.60369981,127.0221122
경복궁역 이륜차주차장(구),종로구 내자동 67-2 ,노상 주차장,이륜차 전용 주차장,,5,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.5762416,126.9723613
종로3가역(구),종로구 훈정동 38-2 ,노상 주차장,시간제 주차장,02-2236-0052,5,유료,1000,2200,900,1700,0,0,무료,유료,250000,1000,10,1000,10,0,37.57255414,126.9934277
열린마당(구),종로구 세종로 111-0 옆,노상 주차장,시간제 주차장,,13,유료,900,1900,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.57521215,126.9787923
삼청공원앞(구),종로구 삼청동 25-11 ,노상 주차장,시간제 주차장,,18,유료,900,2100,900,1700,0,0,무료,유료,180000,500,10,500,10,0,37.58734003,126.9826111
동일상가아파트 이륜전용주차장(구),종로구 숭인동 234-81,노상 주차장,이륜차 전용 주차장,,8,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57147582,127.0192248
숭인상가아파트 이륜전용주차장(구),종로구 숭인동 204-14,노상 주차장,이륜차 전용 주차장,,6,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57207033,127.0206794
태화관(구),종로구 인사동 194-27 ,노상 주차장,시간제 주차장,02-2236-0052,11,유료,1000,2000,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.57229875,126.9845238
종로3가역(구),종로구 묘동 21-0 ,노상 주차장,시간제 주차장,02-2236-0052,5,유료,1000,2200,900,1700,0,0,무료,유료,250000,1000,10,1000,10,0,37.57263054,126.9919582
태화관(구),종로구 관훈동 194-27 ,노상 주차장,시간제 주차장,02-2236-0052,5,유료,1000,2000,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.57235875,126.9849457
원서공원(구),종로구 와룡동 206-0 ,노상 주차장,시간제 주차장,,15,유료,900,1900,900,1500,0,0,무료,유료,180000,500,10,500,10,0,37.57806188,126.9893414
광화문빌딩(구),종로구 당주동 40-9 ,노상 주차장,시간제 주차장,,16,유료,1000,2200,1000,1600,0,0,무료,유료,250000,1000,10,1000,10,0,37.57158924,126.9730718
종로3가역(구),종로구 봉익동 36-11 ,노상 주차장,시간제 주차장,02-2236-0052,49,유료,1000,2200,900,1700,0,0,무료,유료,250000,1000,10,1000,10,0,37.57232651,126.9935923
롯데캐슬 뒤 이륜전용주차장(구),종로구 숭인동 76-1,노상 주차장,이륜차 전용 주차장,,8,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57414301,127.0165728
보문로7길 이륜전용주차장(구),종로구 숭인동 1489-1,노상 주차장,이륜차 전용 주차장,,6,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57753005,127.0225433
종로40길 이륜자동차주차장(구),종로구 종로6가 318-3 ,노상 주차장,이륜차 전용 주차장,,111,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57029206,127.0068162
세운상가밑(구),종로구 장사동 116-3 ,노상 주차장,시간제 주차장,,34,유료,900,1900,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.5695652,126.9954784
청계7가(시),종로구 창신동 436-87,노상 주차장,시간제 주차장,02-864-8400,38,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.57063505,127.0176964
종각(구),종로구 관철동 45-9 ,노상 주차장,시간제 주차장,,13,유료,1000,2000,1000,1600,0,0,무료,유료,250000,1000,10,1000,10,0,37.56955581,126.9837815
창대교회 옆 이륜전용주차장(구),종로구 숭인동 62-9,노상 주차장,이륜차 전용 주차장,,2,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57457238,127.0163165
탑골공원(구),종로구 낙원동 38-5,노상 주차장,시간제 주차장,02-2236-0052,8,유료,1000,2200,1000,2200,1000,1800,무료,무료,250000,1000,10,1000,10,0,37.5719321,126.9878713
원서공원(구),종로구 원서동 206-0 ,노상 주차장,시간제 주차장,,2,유료,900,1900,900,1500,0,0,무료,유료,180000,500,10,500,10,0,37.57849518,126.9893066
청계3(창경궁로_북1)(시),종로구 예지동 140-1,노상 주차장,시간제 주차장,02-864-8400,14,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.57008966,126.9979376
청계1(북)(시),종로구 관철동 13-14,노상 주차장,시간제 주차장,02-864-8400,11,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56829903,126.9880723
힐스테이트옆 이륜차 주차장(구)(구),종로구 숭인동 766-2 ,노상 주차장,이륜차 전용 주차장,,5,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57517533,127.0209557
창신쌍용2지구 북측 이륜차주차장(구),종로구 창신동 37-16 ,노상 주차장,이륜차 전용 주차장,,9,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.58050978,127.0106145
탑골공원(구),종로구 종로2가 38-5,노상 주차장,시간제 주차장,02-2236-0052,7,유료,1000,2200,1000,2200,1000,1800,무료,무료,250000,1000,10,1000,10,0,37.57187402,126.9879402
한미빌딩옆(구),종로구 인사동 283-0 ,노상 주차장,시간제 주차장,,7,유료,1000,2000,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.57195793,126.9844611
한미빌딩옆(구),종로구 공평동 283-0 ,노상 주차장,시간제 주차장,,2,유료,1000,2000,900,1500,0,0,무료,유료,250000,1000,10,1000,10,0,37.57190485,126.9844778
낙원상가(시),종로구 낙원동 284-5,노상 주차장,시간제 주차장,02-2261-0815,34,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,500,5,0,37.5722177,126.9878942
청계6(북)(시),종로구 종로6가 289-49,노상 주차장,시간제 주차장,02-864-8400,27,유료,0,2400,0,2400,0,2400,유료,유료,0,500,5,650,5,0,37.56996802,127.0104565
청계5(북1)(시),종로구 종로5가 458-2,노상 주차장,시간제 주차장,02-864-8400,25,유료,900,100,900,1500,1900,100,무료,무료,0,500,5,650,5,0,37.56982809,127.0047706
종로63가길 이륜자동차주차장(구),종로구 숭인동 58-2 ,노상 주차장,이륜차 전용 주차장,,5,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57723288,127.0186436
청계2(북2)(시),종로구 관수동 91-4,노상 주차장,시간제 주차장,02-864-8400,9,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56895335,126.9973934
청계 화물(시),종로구 종로5가 490-0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56982469,127.003778
낙산성곽길 이륜자동차주차장(구),종로구 창신동 67-2 ,노상 주차장,이륜차 전용 주차장,,23,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57219759,127.0095855
주공4~6단지주변(구),노원구 상계동 750-0 ,노상 주차장,시간제 주차장,,15,유료,900,1900,900,1800,0,0,무료,유료,0,250,5,0,5,0,37.65117735,127.0620979
주공11단지상가뒤(구),노원구 상계동 652-4 ,노상 주차장,시간제 주차장,,13,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.66467787,127.0571629
유경백화점뒤(구),노원구 중계동 364-16 ,노상 주차장,시간제 주차장,,36,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.6488485,127.0772181
주공12단지상가뒤(구),노원구 상계동 647-1 ,노상 주차장,시간제 주차장,,11,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.66675735,127.0579122
청구건영아파트옆(구),노원구 중계동 360-2 ,노상 주차장,시간제 주차장,,42,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65034209,127.0754543
수락산디자인서울거리(구),노원구 상계동 1119-70 ,노상 주차장,시간제 주차장,,71,유료,900,1900,900,1800,900,1800,무료,무료,100000,150,5,0,0,19800,37.67454219,127.0591569
당고개전철밑(시),노원구 상계동 140-66,노상 주차장,시간제 주차장,02-2648-8292,88,유료,900,1900,900,1500,0,0,무료,유료,0,150,5,150,5,0,37.66418254,127.0759591
구청사주변(구),노원구 상계동 739-4 ,노상 주차장,시간제 주차장,,47,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.6547269,127.0559397
주공5단지옆(구),노원구 중계동 359-16 ,노상 주차장,시간제 주차장,,31,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65217905,127.0768901
당고개위(시),노원구 상계동 111-568,노상 주차장,시간제 주차장,02-2648-8292,34,유료,900,2200,900,2200,900,2200,무료,무료,0,150,5,150,5,0,37.67042965,127.0805287
(구)북부지법주변(구),노원구 공릉동 594-0 ,노상 주차장,시간제 주차장,,19,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.62014574,127.0772323
구청사주변(구),노원구 상계동 739-2 ,노상 주차장,시간제 주차장,,35,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65412392,127.056089
주공1~3단지주변(구),노원구 상계동 765-2 ,노상 주차장,시간제 주차장,,20,유료,900,1900,900,1800,0,0,무료,유료,0,250,5,0,5,0,37.64816619,127.0618641
주공7단지옆(구),노원구 상계동 693-5 ,노상 주차장,시간제 주차장,,17,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65635067,127.0612152
신한증권옆(구),노원구 중계동 366-12 ,노상 주차장,시간제 주차장,,31,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65123287,127.0774514
가압장앞(구),노원구 상계동 85-82 ,노상 주차장,시간제 주차장,,25,유료,1000,1900,900,1800,900,1800,무료,무료,100000,150,5,0,0,16200,37.66647222,127.0757404
주공1~3단지주변(구),노원구 상계동 745-0 ,노상 주차장,시간제 주차장,,24,유료,900,1900,900,1800,0,0,무료,유료,0,250,5,0,5,0,37.65104608,127.0608491
연희사러가쇼핑센터앞(구),서대문구 연희동 133-16 ,노상 주차장,시간제 주차장,,31,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,0,0,0,37.56702513,126.9298922
인왕시장앞(구),서대문구 홍제동 295-3 ,노상 주차장,시간제 주차장,,64,유료,1000,1900,1000,1500,0,0,무료,유료,0,250,5,0,0,0,37.59145574,126.9438465
유진상가앞(구),서대문구 홍제동 294-1 ,노상 주차장,시간제 주차장,,64,유료,1000,1900,1000,1500,0,0,무료,유료,0,250,5,0,0,0,37.59157158,126.9436372
위례성길(구),송파구 방이동 181-7 ,노상 주차장,시간제 주차장,,16,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51383896,127.1222286
위례성길(구),송파구 방이동 94-3 ,노상 주차장,시간제 주차장,,13,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51667292,127.1143487
교통공원길(구),송파구 신천동 7-21 ,노상 주차장,시간제 주차장,,19,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51501326,127.1008497
문정골길(구),송파구 문정동 41-14 ,노상 주차장,시간제 주차장,,23,유료,1000,2200,1000,2200,1000,2200,무료,무료,0,150,5,0,0,0,37.4891145,127.124274
봉상시길(구),송파구 잠실동 177-8 ,노상 주차장,시간제 주차장,,20,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51083312,127.0800649
봉상시길(구),송파구 잠실동 194-4 ,노상 주차장,시간제 주차장,,23,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51020959,127.0803848
비석거리(구),송파구 가락동 95-6 ,노상 주차장,시간제 주차장,,20,유료,900,2100,900,2100,900,2100,무료,무료,0,100,5,0,0,0,37.49658092,127.1169674
위례성길(방이습지)(구),송파구 오금동 97-39 ,노상 주차장,시간제 주차장,,20,유료,900,1800,900,1800,900,1800,무료,무료,0,150,5,0,0,0,37.50676755,127.1367281
위례성길(구),송파구 방이동 18-0 ,노상 주차장,시간제 주차장,,20,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51463966,127.1199324
로데오길(구),송파구 가락동 107-18 ,노상 주차장,시간제 주차장,,6,유료,1000,2200,1000,2200,1000,2200,무료,무료,0,150,5,0,0,0,37.49010814,127.1233889
로데오길(구),송파구 문정동 3-2 ,노상 주차장,시간제 주차장,,12,유료,1000,2200,1000,2200,1000,2200,무료,무료,0,150,5,0,0,0,37.49056587,127.1247733
위례성길(방이습지)(구),송파구 방이동 97-44 ,노상 주차장,시간제 주차장,,1,유료,900,1800,900,1800,900,1800,무료,무료,0,150,5,0,0,0,37.50794958,127.1366367
위례성길(구),송파구 방이동 11-0 ,노상 주차장,시간제 주차장,,17,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51595816,127.1162483
교통공원길(구),송파구 신천동 10-2 ,노상 주차장,시간제 주차장,,11,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,0,0,0,37.51644054,127.1035863
성내역(시),송파구 신천동 11-1,노상 주차장,시간제 주차장,02-445-0501,30,유료,900,1800,900,1500,0,0,무료,유료,100000,150,5,150,5,0,37.51757323,127.1050743
동작대교(위)(시),동작구 동작동 316-3,노상 주차장,시간제 주차장,031-903-3345,50,유료,1300,2200,1300,2200,1300,2200,무료,무료,0,150,5,150,5,0,37.5054293,126.9800431
한강대교(남)(시),동작구 본동 5-5,노상 주차장,시간제 주차장,031-903-3345,25,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.5133264,126.9565828
삼성동제1공영(구),관악구 신림동 808-117 ,노상 주차장,시간제 주차장,,75,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.46865603,126.9312254
삼성동제1공영(구),관악구 신림동 321-9 ,노상 주차장,시간제 주차장,,30,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.46313786,126.9304785
신림동제2공영(구),관악구 신림동 1472-1 ,노상 주차장,시간제 주차장,,3,유료,1100,2100,1100,2100,1100,2000,무료,무료,0,250,5,0,0,0,37.48408033,126.925752
낙성대제2공영(구),관악구 봉천동 296-0 ,노상 주차장,시간제 주차장,,26,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.47471677,126.9598808
조원동제2공영(구),관악구 신림동 1675-8 ,노상 주차장,시간제 주차장,,55,유료,900,1900,900,1600,0,0,무료,유료,0,250,5,0,0,0,37.48370156,126.9026172
낙성대제1공영(구),관악구 봉천동 1627-10 ,노상 주차장,시간제 주차장,,23,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.47787476,126.9587944
신림동제2공영(구),관악구 신림동 1472-4 ,노상 주차장,시간제 주차장,,30,유료,1100,2100,1100,2100,1100,2000,무료,무료,0,250,5,0,0,0,37.48518821,126.9244493
서원동제1공영(구),관악구 신림동 1642-7 ,노상 주차장,시간제 주차장,,34,유료,1100,2100,1100,2100,1100,2000,무료,무료,0,250,5,0,0,0,37.48345214,126.9270315
테헤란로26길(구),강남구 역삼동 803-8 ,노상 주차장,시간제 주차장,,12,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.49985735,127.0359946
선릉로146길(구),강남구 청담동 77-27 ,노상 주차장,시간제 주차장,,33,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.52185835,127.0407277
선릉로132길(구),강남구 청담동 77-84 ,노상 주차장,시간제 주차장,,17,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.51818809,127.0426611
