업소 명,업종 명,업태 명,주소,위도,경도,X (N),Y (E),전화번호,지역구,,,,,,,,,,,,,,,X (N),Y (E),,가좌역,연남동,동교어린이공원,연트럴파크,홍대입구역 6번출구,참새방앗간 ,서강대역,서강대총동창회관,광성벤처프라자,공덕 파크자이,공덕역,브라운스톤 공덕,효창 푸르지오,효창공원역,,제한거리
홍반장신의주찹쌀순대,일반음식점,한식, 월드컵로 190 (성산동이안상암2차101.102.103호) ,37.56417904,126.9032889,451636.7826,191456.623,023046464,마포구,,,,,,,,,,,,,,,451636.7826,191456.623,,,,,,,,,,,,,,,,,
전주유황오리,일반음식점,한식, 성미산로1길 4 (성산동) ,37.5584387,126.908842,450999.2508,191946.5643,,마포구,,,,,,,,,,,,,,,450999.2508,191946.5643,,,,,,,,,,,,,,,,,
화포식당,일반음식점,한식, 마포대로1길 16 (용강동 1층) ,37.53973025,126.9431446,448920.6733,194975.8016,027150083,마포구,,,,,,,,,,,,,,,448920.6733,194975.8016,,,,,,,,,,,,,,,,,
즐거운식탁그린테이블,일반음식점,뷔페식, 도화길 32 상가동 지1층 101호 (도화동 삼성아파트) ,37.54085402,126.9495934,449045.06,195545.7333,027034529,마포구,,,,,,,,,,,,,,,449045.06,195545.7333,,,,,,,,,,,,,,,,,
영인왕순대국,일반음식점,한식, 동교로 158 (서교동) ,37.55555616,126.9196513,450678.4852,192901.25,027189328,마포구,,,,,,,,,,,,,,,450678.4852,192901.25,,,,,,,,,,,,,,,,,
처음처럼,일반음식점,한식, 마포대로 214 (아현동 105 106호) ,37.55285832,126.9571857,450376.9175,196217.2529,023136992,마포구,,,,,,,,,,,,,,,450376.9175,196217.2529,,,,,,,,,,,,,,,,,
원할머니보쌈마포공덕점,일반음식점,한식, 마포대로 173 (공덕동 마포현대하이엘 1층 118119호) ,37.54990203,126.9544579,450048.9526,195976.0818,01062688838,마포구,,,,,,,,,,,,,,,450048.9526,195976.0818,,,,,,,,,,,,,,,,,
태영대구탕,일반음식점,한식, 마포대로 144 지하1층 (공덕동) ,37.54700054,126.9537581,449726.987,195914.0892,027046189,마포구,,,,,,,,,,,,,,,449726.987,195914.0892,,,,,,,,,,,,,,,,,
색동저고리마포점,일반음식점,한식, 도화길 27 (도화동 2층) ,37.54087177,126.9489597,449047.0598,195489.74,01091793043,마포구,,,,,,,,,,,,,,,449047.0598,195489.74,,,,,,,,,,,,,,,,,
초승달,일반음식점,일식, 회나무로26길 12 1층 102호 (이태원동) ,37.53955981,126.9912784,448900.2755,199229.2923,027976443,용산구,,,,,,,,,,,,,,,448900.2755,199229.2923,,,,,,,,,,,,,,,,,
챠이(Chai)797이태원점,일반음식점,중국식, 이태원로 270 (한남동 729-45 호성빌딩 지상2층) ,37.53846089,127.0020367,448778.2886,200179.9785,027497972,용산구,,,,,,,,,,,,,,,448778.2886,200179.9785,,,,,,,,,,,,,,,,,
석산,일반음식점,한식, 홍제내길 124 (홍제동(지상2층)) ,37.58779322,126.936523,454254.9023,194394.2712,023959229,서대문구,,,,,,,,,,,,,,,454254.9023,194394.2712,,,,,,,,,,,,,,,,,
서대문 참복집,일반음식점,복어취급, 통일로9안길 36-3 (충정로2가지상 1층) ,37.56573444,126.9653144,451805.5645,196935.9669,023123306,서대문구,,,,,,,,,,,,,,,451805.5645,196935.9669,,,,,,,,,,,,,,,,,
참이맛감자탕,일반음식점,한식, 통일로37길 22 (홍제동) ,37.58728525,126.9440233,454198.1084,195056.5919,023958007,서대문구,,,,,,,,,,,,,,,454198.1084,195056.5919,,,,,,,,,,,,,,,,,
다도,일반음식점,일식, 통일로11길 6-1 (옥천동(지상1층)) ,37.56940248,126.9626549,452212.721,196701.195,023135161,서대문구,,,,,,,,,,,,,,,452212.721,196701.195,,,,,,,,,,,,,,,,,
명동칼국수샤브샤브임광빌딩점,일반음식점,한식, 통일로 87 (미근동 지하1층) ,37.56277646,126.9685121,451477.1997,197218.3331,023637200,서대문구,,,,,,,,,,,,,,,451477.1997,197218.3331,,,,,,,,,,,,,,,,,
돈플,일반음식점,한식, 통일로 442-9 (홍제동) ,37.5888282,126.9449823,454369.2901,195141.3818,01062943905,서대문구,,,,,,,,,,,,,,,454369.2901,195141.3818,,,,,,,,,,,,,,,,,
서대문영양족발,일반음식점,한식, 통일로 377 (홍제동 지하1층지상1층) ,37.58372322,126.9490935,453802.5507,195504.1383,01047416908,서대문구,,,,,,,,,,,,,,,453802.5507,195504.1383,,,,,,,,,,,,,,,,,
진부령,일반음식점,한식, 통일로 105 지상2층 (미근동) ,37.56431511,126.9675924,451647.9814,197137.1428,01050057489,서대문구,,,,,,,,,,,,,,,451647.9814,197137.1428,,,,,,,,,,,,,,,,,
미소,일반음식점,일식, 충정로 53 (충정로2가유원골든타워 지하1층) ,37.56375204,126.9646317,451585.5881,196875.5741,023650025,서대문구,,,,,,,,,,,,,,,451585.5881,196875.5741,,,,,,,,,,,,,,,,,
신)가고파,일반음식점,한식, 증가로 55 (연희동 1층) ,37.57265556,126.9285304,452575.4821,193687.1559,023739291,서대문구,,,,,,,,,,,,,,,452575.4821,193687.1559,,,,,,,,,,,,,,,,,
삼부자생고기,일반음식점,한식, 증가로 25 (연희동) ,37.57038978,126.9304071,452323.909,193852.7361,023252029,서대문구,,,,,,,,,,,,,,,452323.909,193852.7361,,,,,,,,,,,,,,,,,
청진동해장국,일반음식점,한식, 증가로 123 (남가좌동 B동 1층) ,37.57720801,126.9237624,453081.028,193266.4063,023767776,서대문구,,,,,,,,,,,,,,,453081.028,193266.4063,,,,,,,,,,,,,,,,,
다다,일반음식점,경양식, 이화여대길 65-4 (대현동) ,37.55897275,126.9447733,451056.0448,195120.9842,01199337425,서대문구,,,,,,,,,,,,,,,451056.0448,195120.9842,,,,,,,,,,,,,,,,,
이화찜닭,일반음식점,한식,   지하1층 ,37.55883973,126.9454797,451041.2463,195183.3767,023657889,이화여대길43,,,,,,,,,,,,,,,451041.2463,195183.3767,,,,,,,,,,,,,,,,,
채선당(북가좌점),일반음식점,한식, 응암로 54 2층 (북가좌동 서부프라자) ,37.57789044,126.910204,453157.8197,192068.9497,023098787,서대문구,,,,,,,,,,,,,,,453157.8197,192068.9497,,,,,,,,,,,,,,,,,
맛의본가 토속촌,일반음식점,한식, 연희로8길 5-3 (연희동(지상1층)) ,37.56577672,126.9304748,451811.9638,193858.3354,023364180,서대문구,,,,,,,,,,,,,,,451811.9638,193858.3354,,,,,,,,,,,,,,,,,
한씨옥,일반음식점,한식, 연희로25길 92 (연희동 1.2층) ,37.56977082,126.9319834,452255.1164,193991.9194,,서대문구,,,,,,,,,,,,,,,452255.1164,193991.9194,,,,,,,,,,,,,,,,,
녹원,일반음식점,한식, 연희로25길 22 (연희동지상1층) ,37.57248223,126.9341453,452555.8842,194183.0965,033369483,서대문구,,,,,,,,,,,,,,,452555.8842,194183.0965,,,,,,,,,,,,,,,,,
연희소반,일반음식점,한식, 연희로14길 5 (연희동) ,37.56747497,126.9317908,452000.3437,193974.7215,023340749,서대문구,,,,,,,,,,,,,,,452000.3437,193974.7215,,,,,,,,,,,,,,,,,
한우명가,일반음식점,한식, 연희로 46 (연희동111(지상1층)) ,37.56262899,126.9280511,451462.8012,193643.9611,0231436832,서대문구,,,,,,,,,,,,,,,451462.8012,193643.9611,,,,,,,,,,,,,,,,,
옛날집,일반음식점,한식, 연희로 188-1 (연희동) ,37.57388873,126.9358511,452711.8675,194333.8785,023234291,서대문구,,,,,,,,,,,,,,,452711.8675,194333.8785,,,,,,,,,,,,,,,,,
해누리,일반음식점,호프(소주방), 연세로5다길 28-4 (창천동) ,37.55684817,126.9341862,450820.8699,194185.4962,01059134727,서대문구,,,,,,,,,,,,,,,450820.8699,194185.4962,,,,,,,,,,,,,,,,,
부를샘,일반음식점,한식, 연세로 50 지상1층 (신촌동 연세대학교 학생회관식당) ,37.56380482,126.9429316,451592.3873,194958.6036,023124058,서대문구,,,,,,,,,,,,,,,451592.3873,194958.6036,,,,,,,,,,,,,,,,,
연일선지해장국,일반음식점,한식, 수색로 127 (북가좌동(지상1층)) ,37.57403081,126.9058707,452729.8655,191685.7955,023765415,서대문구,,,,,,,,,,,,,,,452729.8655,191685.7955,,,,,,,,,,,,,,,,,
홍천두부마을,일반음식점,한식, 세무서길 100 (홍제동) ,37.59211614,126.9474437,454734.051,195358.9557,023966969,서대문구,,,,,,,,,,,,,,,454734.051,195358.9557,,,,,,,,,,,,,,,,,
함평면옥,일반음식점,한식, 533  하늬솔빌딩A동 2층2호 ,37.56414437,126.9445658,451629.9833,195102.9864,023923516,성산로,,,,,,,,,,,,,,,451629.9833,195102.9864,,,,,,,,,,,,,,,,,
해뱅이,일반음식점,경양식, 토정로35길 11 (용강동 인우빌딩 지하1층) ,37.54050548,126.943927,449006.6641,195044.9933,,마포구,,,,,,,,,,,,,,,449006.6641,195044.9933,,,,,,,,,,,,,,,,,
교꾸,일반음식점,일식, 토정로31길 24 (용강동 e편한세상마포3차아파트B동109호) ,37.54221725,126.9436542,449196.6438,195020.9962,,마포구,,,,,,,,,,,,,,,449196.6438,195020.9962,,,,,,,,,,,,,,,,,
통영참숯장어구이,일반음식점,한식, 토정로31길 23 지하1층 110호 111호 (용강동) ,37.54166486,126.941645,449135.4503,194843.4174,01052369327,마포구,,,,,,,,,,,,,,,449135.4503,194843.4174,,,,,,,,,,,,,,,,,
전통한정식동해,일반음식점,한식, 토정로 128 (상수동5층) ,37.54493892,126.9253387,449499.8113,193402.7899,023341933,마포구,,,,,,,,,,,,,,,449499.8113,193402.7899,,,,,,,,,,,,,,,,,
(주)성태 미진일식,일반음식점,일식, 월드컵북로2길 37 (동교동1층) ,37.55689882,126.9226196,450827.2692,193163.6186,023244848,마포구,,,,,,,,,,,,,,,450827.2692,193163.6186,,,,,,,,,,,,,,,,,
별천지설농탕,일반음식점,한식, 월드컵북로 6 (동교동 1층) ,37.55592837,126.9211358,450719.6808,193032.4343,023389966,마포구,,,,,,,,,,,,,,,450719.6808,193032.4343,,,,,,,,,,,,,,,,,
해오름,일반음식점,한식, 월드컵북로 402 (상암동) ,37.58010685,126.8889811,453405.7932,190194.7741,01197123177,마포구,,,,,,,,,,,,,,,453405.7932,190194.7741,,,,,,,,,,,,,,,,,
마장축산한우전문점,일반음식점,한식, 월드컵북로 400 지층 01호 (상암동 서울산업진흥원) ,37.58045008,126.8898953,453443.7891,190275.5644,,마포구,,,,,,,,,,,,,,,453443.7891,190275.5644,,,,,,,,,,,,,,,,,
새움터고기시대,일반음식점,한식, 월드컵북로 328 1층 (상암동) ,37.5757558,126.89573,452922.2449,190790.3028,,마포구,,,,,,,,,,,,,,,452922.2449,190790.3028,,,,,,,,,,,,,,,,,
쭈꾸미일당백,일반음식점,한식, 월드컵로34길 13 (성산동 상암월드시티 201호 202호) ,37.56541538,126.9035046,451773.9679,191475.8207,,마포구,,,,,,,,,,,,,,,451773.9679,191475.8207,,,,,,,,,,,,,,,,,
밀감,일반음식점,한식, 월드컵로 113 (망원동 1층) ,37.55842333,126.9076152,450997.651,191838.1773,0114675782,마포구,,,,,,,,,,,,,,,450997.651,191838.1773,,,,,,,,,,,,,,,,,
푸른소반,일반음식점,한식, 와우산로 48 지하2층 201~209호 (상수동 로하스타워) ,37.54855612,126.923443,449901.3683,193235.6099,,마포구,,,,,,,,,,,,,,,449901.3683,193235.6099,,,,,,,,,,,,,,,,,
(주)이랜드파크(로운샤브샤브),일반음식점,한식, 신촌로 94 4층 (노고산동 그랜드플라자) ,37.55499311,126.9359986,450614.892,194345.4771,,마포구,,,,,,,,,,,,,,,450614.892,194345.4771,,,,,,,,,,,,,,,,,
스튜디오 얌얌(Studio Yum Yum),일반음식점,경양식, 신촌로 66 12층 (노고산동 농협중앙회 신촌 복합건물) ,37.55606551,126.9331185,450734.0792,194091.1075,01027940027,마포구,,,,,,,,,,,,,,,450734.0792,194091.1075,,,,,,,,,,,,,,,,,
크리스탈제이드키친상암점,일반음식점,중국식, 성암로 267 (상암동 (주)문화방송 2층일부(204호)) ,37.58112504,126.8909902,453518.5811,190372.3528,,마포구,,,,,,,,,,,,,,,453518.5811,190372.3528,,,,,,,,,,,,,,,,,
(주)무스쿠스상암점,일반음식점,경양식, 성암로 255 3층 (상암동) ,37.58027887,126.8918202,453424.5912,190445.5441,023768000,마포구,,,,,,,,,,,,,,,453424.5912,190445.5441,,,,,,,,,,,,,,,,,
(주)엠에프지코리아매드포갈릭상암엠비씨점,일반음식점,경양식, 성암로 255 2층 (상암동 일부) ,37.58027887,126.8918202,453424.5912,190445.5441,0234061720,마포구,,,,,,,,,,,,,,,453424.5912,190445.5441,,,,,,,,,,,,,,,,,
메가푸드상암점,일반음식점,한식, 상암산로 34 (상암동 디지털큐브 지1층일부) ,37.57618954,126.8892088,452971.0397,190214.3717,0234898652,마포구,,,,,,,,,,,,,,,452971.0397,190214.3717,,,,,,,,,,,,,,,,,
미담국수,일반음식점,한식, 삼개로 16 1층 102호 (도화동) ,37.53928167,126.9472771,448870.6787,195340.9578,,마포구,,,,,,,,,,,,,,,448870.6787,195340.9578,,,,,,,,,,,,,,,,,
팔색삼겹살(홍대1호점),일반음식점,한식, 와우산로19길 5 (서교동 1층 지하1층) ,37.55112898,126.9228429,450186.9378,193182.8163,023366789,마포구,,,,,,,,,,,,,,,450186.9378,193182.8163,,,,,,,,,,,,,,,,,
천장어,일반음식점,한식, 백범로 122 1층 (염리동) ,37.54655323,126.9444385,449677.7923,195090.5878,01093359598,마포구,,,,,,,,,,,,,,,449677.7923,195090.5878,,,,,,,,,,,,,,,,,
홍박아구찜,일반음식점,한식, 마포대로7길 11 지층 (공덕동 용진빌딩) ,37.54679444,126.9520608,449704.1895,195764.1072,023373066,마포구,,,,,,,,,,,,,,,449704.1895,195764.1072,,,,,,,,,,,,,,,,,
이조명가,일반음식점,한식, 마포대로4나길 56 1층 (마포동) ,37.53689826,126.9447444,448606.307,195116.9847,,마포구,,,,,,,,,,,,,,,448606.307,195116.9847,,,,,,,,,,,,,,,,,
이요이요스시,일반음식점,일식, 마포대로 58 (도화동 지1층일부) ,37.5406841,126.9483624,449026.262,195436.9464,,마포구,,,,,,,,,,,,,,,449026.262,195436.9464,,,,,,,,,,,,,,,,,
삼성웰스토리(주)일진빌딩,일반음식점,기타(일반음식점), 마포대로 45 (도화동 일진빌딩 지하1층) ,37.54047418,126.9463756,449003.0645,195261.3674,0232752301,마포구,,,,,,,,,,,,,,,449003.0645,195261.3674,,,,,,,,,,,,,,,,,
곤지암할매소머리국밥,일반음식점,한식, 마포대로 234 (아현동1층) ,37.55474337,126.9576373,450586.0951,196257.2481,023627198,마포구,,,,,,,,,,,,,,,450586.0951,196257.2481,,,,,,,,,,,,,,,,,
남길초밥,일반음식점,한식, 마포대로 156 (공덕동 공덕푸르지오 119호 120호) ,37.54793782,126.9543686,449830.9759,195968.0828,,마포구,,,,,,,,,,,,,,,449830.9759,195968.0828,,,,,,,,,,,,,,,,,
안동한우마을,일반음식점,한식, 동교로 162 (서교동) ,37.55562122,126.9199274,450685.6844,192925.6471,023249139,마포구,,,,,,,,,,,,,,,450685.6844,192925.6471,,,,,,,,,,,,,,,,,
영동원삼겹살,일반음식점,한식, 독막로 73 2층 (상수동) ,37.5479746,126.9215017,449836.9752,193064.0305,01037652270,마포구,,,,,,,,,,,,,,,449836.9752,193064.0305,,,,,,,,,,,,,,,,,
샤브아이엠,일반음식점,한식, 독막로 13 (합정동 일호빌딩B동2층일부) ,37.54881348,126.9150641,449930.5652,192495.2986,,마포구,,,,,,,,,,,,,,,449930.5652,192495.2986,,,,,,,,,,,,,,,,,
히말라야어죽,일반음식점,한식, 도화길 20-6 (도화동 12층) ,37.54006776,126.9482316,448957.8694,195425.3477,027358316,마포구,,,,,,,,,,,,,,,448957.8694,195425.3477,,,,,,,,,,,,,,,,,
등촌샤브칼국수,일반음식점,한식, 모래내로 273 ,37.57725057,126.9284219,453085.4275,193677.957,023741151,서대문구,,,,,,,,,,,,,,,453085.4275,193677.957,,,,,,,,,,,,,,,,,
등촌샤브칼국수,일반음식점,한식, 모래내로 273 ,37.57725057,126.9284219,453085.4275,193677.957,023741151,서대문구,,,,,,,,,,,,,,,453085.4275,193677.957,,,,,,,,,,,,,,,,,
원당감자탕,일반음식점,한식, 월드컵북로56길 9 1층103동 (상암동) ,37.5813848,126.8874395,453547.778,190058.7904,0263236323,마포구,,,,,,,,,,,,,,,453547.778,190058.7904,,,,,,,,,,,,,,,,,
삼미삼계탕,일반음식점,한식, 월드컵북로56길 9 (상암동(주)우리기술사옥 3층 301호 302호) ,37.5813848,126.8874395,453547.778,190058.7904,0231421616,마포구,,,,,,,,,,,,,,,453547.778,190058.7904,,,,,,,,,,,,,,,,,
상암순대국,일반음식점,한식, 월드컵북로44길 50 (상암동1층) ,37.57690473,126.8948952,453049.8313,190716.7116,023060802,마포구,,,,,,,,,,,,,,,453049.8313,190716.7116,,,,,,,,,,,,,,,,,
모이세해장국,일반음식점,한식, 토정로 286 (용강동) ,37.54142675,126.9411337,449109.0532,194798.2228,027180523,마포구,,,,,,,,,,,,,,,449109.0532,194798.2228,,,,,,,,,,,,,,,,,
서씨네해장국,일반음식점,한식, 토정로 290 (용강동) ,37.54122144,126.9413738,449086.2556,194819.4203,027126134,마포구,,,,,,,,,,,,,,,449086.2556,194819.4203,,,,,,,,,,,,,,,,,
풍천장어,일반음식점,한식, 토정로 253 (용강동) ,37.54356628,126.9387015,449346.6277,194583.4486,027181489,마포구,,,,,,,,,,,,,,,449346.6277,194583.4486,,,,,,,,,,,,,,,,,
봉피양 마포,일반음식점,한식, 토정로 308 (용강동) ,37.54009053,126.9429044,448960.6691,194954.6041,027152295,마포구,,,,,,,,,,,,,,,448960.6691,194954.6041,,,,,,,,,,,,,,,,,
신촌홍어집,일반음식점,한식, 매봉산로2길 19-6 (상암동 1층) ,37.57833231,126.8953551,453208.2143,190757.5067,023231694,마포구,,,,,,,,,,,,,,,453208.2143,190757.5067,,,,,,,,,,,,,,,,,
해밀,일반음식점,한식, 월드컵북로 402 (상암동 KGIT센터 지하1층 B128호) ,37.58010685,126.8889811,453405.7932,190194.7741,0263935678,마포구,,,,,,,,,,,,,,,453405.7932,190194.7741,,,,,,,,,,,,,,,,,
한우리순대국,일반음식점,한식, 월드컵북로 396 (상암동누리꿈스퀘어 지1층 B11041105호) ,37.57944137,126.8903225,453331.8011,190313.1599,0221328090,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
하노이의 아침,일반음식점,한식, 월드컵북로 396 (상암동누리꿈스퀘어 2층 R204호) ,37.57944137,126.8903225,453331.8011,190313.1599,023638839,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
팔미낙지한마리수제비,일반음식점,한식, 독막로 308 (염리동) ,37.54364594,126.9468939,449355.0268,195307.3619,027117766,마포구,,,,,,,,,,,,,,,449355.0268,195307.3619,,,,,,,,,,,,,,,,,
참식당,일반음식점,일식, 토정로 311 (용강동) ,37.54016654,126.9435697,448969.0682,195013.3971,027062432,마포구,,,,,,,,,,,,,,,448969.0682,195013.3971,,,,,,,,,,,,,,,,,
참숯꺼먹돼지생고기굴요리2,일반음식점,한식, 매봉산로2길 13 (상암동2층) ,37.57842574,126.895047,453218.6132,190730.31,023061889,마포구,,,,,,,,,,,,,,,453218.6132,190730.31,,,,,,,,,,,,,,,,,
조마루뼈다귀마포점,일반음식점,한식, 토정로 266 (용강동) ,37.54260798,126.9393902,449240.2391,194644.2413,027175551,마포구,,,,,,,,,,,,,,,449240.2391,194644.2413,,,,,,,,,,,,,,,,,
제주뒷고기홍이막창(부왕식당),일반음식점,한식, 월드컵북로48길 31 (상암동 1층) ,37.57737354,126.8952342,453101.8257,190746.708,023720908,마포구,,,,,,,,,,,,,,,453101.8257,190746.708,,,,,,,,,,,,,,,,,
장가네설렁탕,일반음식점,한식, 토정로37길 23 (용강동 1층) ,37.54139264,126.9451529,449105.0536,195153.3803,027159797,마포구,,,,,,,,,,,,,,,449105.0536,195153.3803,,,,,,,,,,,,,,,,,
이찌방,일반음식점,일식, 토정로 296 (용강동 지하1층) ,37.54069559,126.942044,449027.8619,194878.6132,027011441,마포구,,,,,,,,,,,,,,,449027.8619,194878.6132,,,,,,,,,,,,,,,,,
이어도횟집,일반음식점,생선회, 월드컵북로48길  5(상암동) ,37.57660846,126.8940624,453017.0348,190643.1204,023767790,마포구,,,,,,,,,,,,,,,453017.0348,190643.1204,,,,,,,,,,,,,,,,,
이모네,일반음식점,한식, 월드컵북로 396 (상암동누리꿈스퀘어 B1 B1053) ,37.57944137,126.8903225,453331.8011,190313.1599,0221328007,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
육칼닭한마리칼국수,일반음식점,한식, 매봉산로2길 25-5 (상암동 1층 일부) ,37.57818825,126.8954685,453192.216,190767.5055,01077453300,마포구,,,,,,,,,,,,,,,453192.216,190767.5055,,,,,,,,,,,,,,,,,
새벽집,일반음식점,김밥(도시락), 월드컵북로 396 (상암동 누리꿈스퀘어 B1066호 일부) ,37.57944137,126.8903225,453331.8011,190313.1599,0221328777,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
마포본토갈비,일반음식점,한식, 토정로 275 (용강동1.2층) ,37.54223737,126.9405764,449199.0435,194749.0287,027144936,마포구,,,,,,,,,,,,,,,449199.0435,194749.0287,,,,,,,,,,,,,,,,,
밥내음이야기,일반음식점,한식, 월드컵북로 434 2층 206호 (상암동 상암IT Tower) ,37.58162133,126.8860489,453574.1751,189936.0051,0269221233,마포구,,,,,,,,,,,,,,,453574.1751,189936.0051,,,,,,,,,,,,,,,,,
박대박 마포점,일반음식점,한식, 토정로 271 (용강동대현빌딩 1층) ,37.54246068,126.9403091,449223.8409,194725.4315,027068684,마포구,,,,,,,,,,,,,,,449223.8409,194725.4315,,,,,,,,,,,,,,,,,
맹씨네,일반음식점,한식, 토정로33길 5 1층 (용강동) ,37.54122557,126.9424555,449086.6556,194915.0088,027018611,마포구,,,,,,,,,,,,,,,449086.6556,194915.0088,,,,,,,,,,,,,,,,,
만석궁,일반음식점,중국식, 독막로 310 지상2층 (염리동) ,37.54355231,126.9470569,449344.628,195321.7601,027198071,마포구,,,,,,,,,,,,,,,449344.628,195321.7601,,,,,,,,,,,,,,,,,
마포갈비집,일반음식점,한식, 토정로 315 (용강동) ,37.53995777,126.9441311,448945.8706,195062.9911,027168001,마포구,,,,,,,,,,,,,,,448945.8706,195062.9911,,,,,,,,,,,,,,,,,
마포소금구이,일반음식점,한식, 토정로 278 1층동 (용강동) ,37.54184088,126.9404907,449155.0482,194741.4296,027110292,마포구,,,,,,,,,,,,,,,449155.0482,194741.4296,,,,,,,,,,,,,,,,,
마산아구찜,일반음식점,한식, 토정로 282 (용강동) ,37.54159233,126.9407262,449127.4512,194762.2271,027190687,마포구,,,,,,,,,,,,,,,449127.4512,194762.2271,,,,,,,,,,,,,,,,,
다가이순대국,일반음식점,한식, 월드컵북로44길 67 (상암동 1층) ,37.57732561,126.8940252,453096.6263,190639.9208,023028135,마포구,,,,,,,,,,,,,,,453096.6263,190639.9208,,,,,,,,,,,,,,,,,
놀부부대찌개,일반음식점,한식, 월드컵북로 396 (상암동누리꿈스퀘어 B1034호- B1036호) ,37.57944137,126.8903225,453331.8011,190313.1599,0221328787,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
남원골,일반음식점,한식, 월드컵북로44길 68 (상암동 1층 3호 일부) ,37.57753113,126.8941245,453119.4238,190648.7197,027138511,마포구,,,,,,,,,,,,,,,453119.4238,190648.7197,,,,,,,,,,,,,,,,,
김박사손칼국수,일반음식점,한식, 토정로 307 (용강동) ,37.54040422,126.9432029,448995.4653,194981.0009,027142245,마포구,,,,,,,,,,,,,,,448995.4653,194981.0009,,,,,,,,,,,,,,,,,
광화문닭곰탕,일반음식점,한식, 월드컵북로 402 (상암동 KGIT센터 지하127호) ,37.58010685,126.8889811,453405.7932,190194.7741,01037236436,마포구,,,,,,,,,,,,,,,453405.7932,190194.7741,,,,,,,,,,,,,,,,,
갈빗대,일반음식점,한식, 월드컵북로44길 79 (상암동 1층) ,37.57764585,126.8934451,453132.2225,190588.7269,023062324,마포구,,,,,,,,,,,,,,,453132.2225,190588.7269,,,,,,,,,,,,,,,,,
천하뼈다귀,일반음식점,한식, 보광로 17 (보광동(지상1층)) ,37.52601268,127.0009141,447396.8365,200080.7903,027970051,용산구,,,,,,,,,,,,,,,447396.8365,200080.7903,,,,,,,,,,,,,,,,,
장수한방삼계탕,일반음식점,한식, 한강대로48길 20 (한강로2가 84-1 지상1층) ,37.53128551,126.9715167,447982.3738,197482.7014,027061176,용산구,,,,,,,,,,,,,,,447982.3738,197482.7014,,,,,,,,,,,,,,,,,
고구려참숯구이,일반음식점,한식, 만리재로 192 (서계동외6필지(102103104호)지상1층) ,37.55447985,126.9676464,450556.4983,197141.5423,027196092,용산구,,,,,,,,,,,,,,,450556.4983,197141.5423,,,,,,,,,,,,,,,,,
본죽(용문동점),일반음식점,기타(일반음식점), 새창로 110 (용문동(지상1층)) ,37.53765767,126.9600502,448689.898,196469.6227,027026288,용산구,,,,,,,,,,,,,,,448689.898,196469.6227,,,,,,,,,,,,,,,,,
공주식당,일반음식점,호프(소주방), 한강대로 363 (동자동(지상1층)) ,37.5507724,126.9717854,450144.9423,197507.0985,027166433,용산구,,,,,,,,,,,,,,,450144.9423,197507.0985,,,,,,,,,,,,,,,,,
명태한마리,일반음식점,한식, 한강대로48길 11 (한강로2가 96-1 지상1층) ,37.53162425,126.9713491,448019.9698,197467.9032,027903389,용산구,,,,,,,,,,,,,,,448019.9698,197467.9032,,,,,,,,,,,,,,,,,
플랜트(PLANT),일반음식점,경양식, 이태원로16길 20 (이태원동 63-15 지하1층) ,37.533415,126.9914104,448218.3485,199240.8909,,용산구,,,,,,,,,,,,,,,448218.3485,199240.8909,,,,,,,,,,,,,,,,,
러빙헛,일반음식점,정종/대포집(선술집), 창천동  33-10호 1층 ,37.55867677,126.9366926,451023.6482,194407.0697,023226441,서대문구,,,,,,,,,,,,,,,451023.6482,194407.0697,,,,,,,,,,,,,,,,,
맹씨네,일반음식점,한식, 신촌로12다길 29 (노고산동 수빌딩 1층 101호) ,37.55468938,126.934179,450581.2956,194184.6963,01026680335,마포구,,,,,,,,,,,,,,,450581.2956,194184.6963,,,,,,,,,,,,,,,,,
스시 린,일반음식점,일식, 월드컵로36길 18 107호 (성산동 삼성마이더스) ,37.56625143,126.9034084,451866.7579,191467.4217,023012121,마포구,,,,,,,,,,,,,,,451866.7579,191467.4217,,,,,,,,,,,,,,,,,
본도시락(서대문점),일반음식점,한식, 통일로 149-1 (냉천동) ,37.56753262,126.9646299,452005.1432,196875.5741,,서대문구,,,,,,,,,,,,,,,452005.1432,196875.5741,,,,,,,,,,,,,,,,,
신선설농탕,일반음식점,경양식, 명물길 48 (창천동) ,37.55863119,126.9391147,451018.4488,194621.0441,0203930040,서대문구,,,,,,,,,,,,,,,451018.4488,194621.0441,,,,,,,,,,,,,,,,,
신선설농탕,일반음식점,한식, 양화로 136 (서교동1층) ,37.55484028,126.9216077,450598.8937,193074.0293,,마포구,,,,,,,,,,,,,,,450598.8937,193074.0293,,,,,,,,,,,,,,,,,
본도시락(서소문점),일반음식점,한식, 서소문로 27 (충정로3가 충정리시온 109호) ,37.5602454,126.9647601,451196.4297,196886.7728,023924282,서대문구,,,,,,,,,,,,,,,451196.4297,196886.7728,,,,,,,,,,,,,,,,,
