업소 명	자치구 명	업종 명	업태 명	식품인증구분	식품인증 구분명	지도 Y좌표	지도 X좌표	전화번호	도로명상세주소	도로명주소코드	도로명주소	업소인증메뉴														
소담골두부마을	광진구	일반음식점	한식	6	먹을만큼적당히	37.539649	127.0842647	02-456-1473	15 (구의동1층)	1.12154E+15	서울특별시 광진구 자양로22길															
닭이닭	광진구	일반음식점	한식	6	먹을만큼적당히	37.53952633	127.0844501	02-3437-0711	20 (구의동)	1.12154E+15	서울특별시 광진구 자양로22길															
대원칼국수	광진구	일반음식점	분식	6	먹을만큼적당히	37.53797141	127.0866479	02-454-3112	56 (구의동16)	1.12154E+15	서울특별시 광진구 자양로18길															
대원칼국수	광진구	일반음식점	한식	6	먹을만큼적당히	37.53797141	127.0866479	02-454-3112	56 (구의동16)	1.12154E+15	서울특별시 광진구 자양로18길															
구의축산마을	광진구	일반음식점	한식	6	먹을만큼적당히	37.53915883	127.089211	02-455-4004	11 (구의동(1층))	1.12153E+15	서울특별시 광진구 구의로															
경회루	광진구	일반음식점	한식	6	먹을만큼적당히	37.53969551	127.0847445	02-455-9588	25 (구의동)	1.12154E+15	서울특별시 광진구 자양로22길															
흑산홍어집	광진구	일반음식점	한식	6	먹을만큼적당히	37.53768009	127.0858284	02-455-8900	9 (구의동)	1.12154E+15	서울특별시 광진구 아차산로53길															
일송정	광진구	일반음식점	한식	6	먹을만큼적당히	37.53787582	127.0842763	02-447-2233	21 (구의동)	1.12154E+15	서울특별시 광진구 아차산로49길															
홍삼웰빙오리	광진구	일반음식점	한식	6	먹을만큼적당히	37.53872468	127.0866081	02-457-5211	30 (구의동)	1.12154E+15	서울특별시 광진구 아차산로55길															
동래	광진구	일반음식점	한식	6	먹을만큼적당히	37.53857241	127.0878344	02-447-1588	79 (구의동)	1.12154E+15	서울특별시 광진구 자양로18길															
대추골식당	광진구	일반음식점	한식	6	먹을만큼적당히	37.53837961	127.0853585	02-456-9183	28-5 (구의동)	1.12154E+15	서울특별시 광진구 아차산로51길															
동해안세꼬시	광진구	일반음식점	한식	6	먹을만큼적당히	37.53737059	127.0852171	02-3436-5111	7 (구의동)	1.12154E+15	서울특별시 광진구 아차산로51길															
지성집	광진구	일반음식점	한식	6	먹을만큼적당히	37.53769201	127.0842941	02-457-5400	15 (구의동)	1.12154E+15	서울특별시 광진구 자양로18길															
황토왕김치감자탕	광진구	일반음식점	한식	6	먹을만큼적당히	37.53833672	127.0848516	02-452-5714	31 (구의동)	1.12154E+15	서울특별시 광진구 아차산로51길															
장성생태탕	광진구	일반음식점	한식	6	먹을만큼적당히	37.53724518	127.0841986	02-444-4690	12-6 (구의동)	1.12154E+15	서울특별시 광진구 자양로18길															
강나루	광진구	일반음식점	한식	6	먹을만큼적당히	37.53873438	127.0881107	02-452-5251	5 (구의동)	1.12154E+15	서울특별시 광진구 아차산로57길															
오늘한점 구로역점	구로구	일반음식점	한식	6	먹을만큼적당히	37.50382118	126.8816977	010-7247-5678	584 (신도림동신도림팰러티움 101102103호)	1.15303E+15	서울특별시 구로구 경인로															
뽕잎사랑샤브칼국수	구로구	일반음식점	한식	6	먹을만큼적당히	37.49697478	126.862846	02-2682-3567	385 (고척동)	1.15303E+15	서울특별시 구로구 경인로															
그램그램	구로구	일반음식점	식육취급	6	먹을만큼적당히	37.50021109	126.865898	010-5337-5075	40 (고척동)	1.15304E+15	서울특별시 구로구 중앙로6길															
청목원	구로구	일반음식점	한식	6	먹을만큼적당히	37.49725669	126.863533	010-3627-9606	393 (고척동)	1.15303E+15	서울특별시 구로구 경인로															
원조명동찌개마을	구로구	일반음식점	한식	6	먹을만큼적당히	37.50148366	126.851144	010-3726-4263	131-44 (고척동)	1.15304E+15	서울특별시 구로구 경인로35길															
만선횟집	구로구	일반음식점	생선회	6	먹을만큼적당히	37.48813334	126.8591353	010-5039-9332	69 (개봉동)	1.15304E+15	서울특별시 구로구 개봉로2길															
가맛골	구로구	일반음식점	한식	6	먹을만큼적당히	37.49407909	126.8886834	010-9868-0503	9 (구로동)	1.15304E+15	서울특별시 구로구 구로중앙로19나길															
Mr. Lao (엠알.엘에이오)	구로구	일반음식점	중국식	6	먹을만큼적당히	37.48652247	126.8937149	011-747-3429	38-21 (구로동이앤씨벤처드림타워3차 203호)	1.15304E+15	서울특별시 구로구 디지털로31길															
리가든	구로구	일반음식점	중국식	6	먹을만큼적당히	37.48517009	126.8927535	010-5241-2935	41 (구로동 이앤씨6차215호)	1.15304E+15	서울특별시 구로구 디지털로31길															
眞미가족발	구로구	일반음식점	한식	6	먹을만큼적당히	37.4815104	126.8991308	010-8586-6528	15 (구로동)	1.15304E+15	서울특별시 구로구 시흥대로163길															
한우일번지	구로구	일반음식점	한식	6	먹을만큼적당히	37.49087572	126.8855537	010-3669-7242	25 (구로동)	1.15304E+15	서울특별시 구로구 구로동로28길															
이조토종순대국밥	구로구	일반음식점	한식	6	먹을만큼적당히	37.48515381	126.8988094	010-2861-8082	43 1층 104호 (구로동 코오롱싸이언스밸리1차)	1.15304E+15	서울특별시 구로구 디지털로34길															
참터1호점	구로구	일반음식점	한식	6	먹을만큼적당히	0	0	010-2298-8264	123 101102호 (구로동 G+코오롱디지털타워)	1.15304E+15	서울특별시 구로구 디지털로26길															
오늘한점	구로구	일반음식점	한식	6	먹을만큼적당히	37.48352626	126.9005482	02-868-0892	97-7 (구로동36)	1.15304E+15	서울특별시 구로구 디지털로32길															
산더미	구로구	일반음식점	한식	6	먹을만큼적당히	37.4849888	126.8997232	02-855-5033	17-28 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
미쓰족발	구로구	일반음식점	한식	6	먹을만큼적당히	37.4840956	126.9004344	02-830-2616	19 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
나살던고향	구로구	일반음식점	한식	6	먹을만큼적당히	37.48361617	126.9003175	02-869-9295	 12(구로동 1124-36)	1.15304E+15	서울특별시 구로구 디지털로32나길															
독도참치	구로구	일반음식점	일식	6	먹을만큼적당히	37.48454314	126.9011981	02-862-3737	38 (구로동2층)	1.15304E+15	서울특별시 구로구 디지털로32나길															
서초골	구로구	일반음식점	한식	6	먹을만큼적당히	37.4836958	126.9007244	02-837-1445	97-19 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
낙원식당	구로구	일반음식점	한식	6	먹을만큼적당히	37.48425133	126.9013342	02-869-3755	97-39 (구로동 성민빌딩 지하1층)	1.15304E+15	서울특별시 구로구 디지털로32길															
명가숯불구이	구로구	일반음식점	한식	6	먹을만큼적당히	37.48374313	126.9012942	02-868-1470	97-22 1층 34호 (구로동 덕성빌딩)	1.15304E+15	서울특별시 구로구 디지털로32길															
누리마을감자탕	구로구	일반음식점	한식	6	먹을만큼적당히	37.48425133	126.9013342	02-851-2888	97-39 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
태백산	구로구	일반음식점	한식	6	먹을만큼적당히	37.48348669	126.9006342	02-855-2285	97-9 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
아이피	구로구	일반음식점	호프(소주방)	6	먹을만큼적당히	37.48374313	126.9012942	02-868-1819	 97-22(구로3동 1125-3)	1.15304E+12	서울특별시 구로구 디지털로32길															
따로갈비	구로구	일반음식점	한식	6	먹을만큼적당히	37.48463215	126.8998955	02-865-6781	17-22 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
푸짐한닭한마리	구로구	일반음식점	한식	6	먹을만큼적당히	37.4840956	126.9004344	02-852-5581	19 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
군산아구찜·해물탕	구로구	일반음식점	한식	6	먹을만큼적당히	37.48360222	126.9008738	02-863-0342	97-15 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
거북솥삼겹살	구로구	일반음식점	한식	6	먹을만큼적당히	37.48394152	126.9015019	02-856-9752	97-28 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
본가 설렁탕	구로구	일반음식점	한식	6	먹을만큼적당히	37.48425133	126.9013342	02-865-1255	97-39 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
서울왕갈비	구로구	일반음식점	한식	6	먹을만큼적당히	37.48428564	126.8992809	02-2025-0333	55 B139호 (구로동코오롱싸이언스밸리2차)	1.15304E+15	서울특별시 구로구 디지털로34길															
소래포구	구로구	일반음식점	한식	6	먹을만큼적당히	37.48397061	126.9018094	02-839-0466	571 (구로동)	1.15302E+15	서울특별시 구로구 시흥대로															
호철네족발	구로구	일반음식점	호프(소주방)	6	먹을만큼적당히	37.48425133	126.9013342	02-839-0466	97-39 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
마당	구로구	일반음식점	한식	6	먹을만큼적당히	37.48353397	126.9011452	02-859-2889	97-16 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
옹기김치찜&amp;순두부	구로구	일반음식점	한식	6	먹을만큼적당히	37.4849888	126.8997232	02-856-3966	17-28 (구로동(창조3길 16))	1.15304E+15	서울특별시 구로구 디지털로32나길															
남도수산	구로구	일반음식점	생선회	6	먹을만큼적당히	37.48427946	126.9004975	02-862-7776	23 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
일심양꼬치	구로구	일반음식점	정종/대포집(선술집)	6	먹을만큼적당히	37.4832628	126.9001144	02-864-9455	87 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
춘자싸롱	구로구	일반음식점	호프(소주방)	6	먹을만큼적당히	37.48372413	126.9001274	02-869-4873	11 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
조마루뼈다귀	구로구	일반음식점	한식	6	먹을만큼적당히	37.48334969	126.9005846	02-865-2588	97-5 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
만족오향족발	구로구	일반음식점	한식	6	먹을만큼적당히	37.48403465	126.9008053	02-752-4755	24 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
만복국수집 구로디지털점	구로구	일반음식점	한식	6	먹을만큼적당히	37.48425133	126.9013342	02-861-3338	97-39 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
이태복북경	구로구	일반음식점	중국식	6	먹을만큼적당히	37.48425133	126.9013342	02-830-0723	97-39 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32길															
산골녹두파전	구로구	일반음식점	한식	6	먹을만큼적당히	37.48386116	126.9002267	02-864-6800	15 (구로동)	1.15304E+15	서울특별시 구로구 디지털로32나길															
사조참치	구로구	일반음식점	일식	6	먹을만큼적당히	37.48404573	126.9011355	02-864-3113	97-33 (구로동(창조1길 19))	1.15304E+15	서울특별시 구로구 디지털로32길															
궁전 산들애	금천구	일반음식점	뷔페식	6	먹을만큼적당히	37.46324915	126.9039616	02-802-4535	178-1 지상1층 (독산동)	1.15453E+15	서울특별시 금천구 독산로															
본가 산해진미	금천구	일반음식점	한식	6	먹을만큼적당히	37.4572838	126.8988605	02-808-3557	10 (시흥동 지상1층)	1.15454E+15	서울특별시 금천구 시흥대로73길															
다원	금천구	일반음식점	한식	6	먹을만큼적당히	37.47789637	126.8806668	02-2626-9522	108 (가산동뉴티캐슬 104호(가산디지털2길 93))	1.15453E+15	서울특별시 금천구 가산디지털2로															
송탄부대찌개	금천구	일반음식점	한식	6	먹을만큼적당히	37.47545044	126.8818736	010-5253-1197	130 B101호 (가산동 남성프라자)	1.15453E+15	서울특별시 금천구 디지털로															
토마토 김밥	금천구	일반음식점	한식	6	먹을만큼적당히	37.45517407	126.897272	02-6369-7776	43 (시흥동 지상1층)	1.15454E+15	서울특별시 금천구 시흥대로63길	김밥														
막회무침나라	금천구	일반음식점	한식	6	먹을만큼적당히	37.45524796	126.8993831	02-807-8882	40 지상1층 (시흥동)	1.15454E+15	서울특별시 금천구 시흥대로71길	생선구이 탕														
명가원 설농탕	금천구	일반음식점	한식	6	먹을만큼적당히	37.46812073	126.898353	02-855-2800	388 (독산동)	1.15452E+15	서울특별시 금천구 시흥대로	설렁탕														
용강반점	금천구	일반음식점	중국식	6	먹을만큼적당히	37.45587295	126.9011409	02-892-2320	14 (시흥동 지상1층)	1.15454E+15	서울특별시 금천구 시흥대로64길	탕수육														
싱싱해물요리	금천구	일반음식점	한식	6	먹을만큼적당히	37.45802364	126.900044	02-805-0063	10 (시흥동 지상1층)	1.15454E+15	서울특별시 금천구 시흥대로76길	생선회														
마포숯불갈비	금천구	일반음식점	한식	6	먹을만큼적당히	37.45767752	126.8998862	02-802-7577	268 (시흥동지상1층(시흥대로 419))	1.15452E+15	서울특별시 금천구 시흥대로	제육볶음														
유가네버섯칼국수 부대찌게	금천구	일반음식점	한식	6	먹을만큼적당히	37.45752257	126.8999181	02-895-9876	266 (시흥동)	1.15452E+15	서울특별시 금천구 시흥대로	쇠고기 샤브샤브														
고바우 우삼겹	금천구	일반음식점	한식	6	먹을만큼적당히	37.45478662	126.8993521	02-809-9992	3 (시흥동 지상1층)	1.15454E+15	서울특별시 금천구 시흥대로63길	우삼겹														
엄마손 가정식	금천구	일반음식점	한식	6	먹을만큼적당히	37.45491594	126.8988546	02-804-6320	13 (시흥동지상1층)	1.15454E+15	서울특별시 금천구 시흥대로63길	가정식백반														
청평민물매운탕	금천구	일반음식점	한식	6	먹을만큼적당히	37.45500195	126.8982894	02-802-9959	25 (시흥동지상1층 (발소길 56))	1.15454E+15	서울특별시 금천구 시흥대로63길	매운탕														
시골보쌈	금천구	일반음식점	한식	6	먹을만큼적당히	37.45506997	126.8977604	02-891-1116	33 (시흥동지상1층)	1.15454E+15	서울특별시 금천구 시흥대로63길	보쌈 백반														
산기슭감나무골	금천구	일반음식점	한식	6	먹을만큼적당히	37.47622519	126.9058036	02-868-2626	22-4 (독산동지상1층 (산기슭길4))	1.15453E+15	서울특별시 금천구 문성로	닭백숙 백반														
진수성찬	금천구	일반음식점	한식	6	먹을만큼적당히	37.45513628	126.8994285		42 (시흥동지상1층 (무지개길 26))	1.15454E+15	서울특별시 금천구 시흥대로71길	가정식백반														
우리집	금천구	일반음식점	한식	6	먹을만큼적당히	37.45534524	126.8993514	02-803-7468	36 지상1층 (시흥동)	1.15454E+15	서울특별시 금천구 시흥대로71길	동태탕														
해뜨는분식	금천구	일반음식점	분식	6	먹을만큼적당히	37.45795062	126.898941	02-896-9637	273 (시흥동지상1층 (시흥대로 414))	1.15452E+15	서울특별시 금천구 시흥대로	된장찌개														
제주락	금천구	일반음식점	한식	6	먹을만큼적당히	37.4606083	126.892463	02-894-4963	3 (독산동금천이랜드해가든아파트 101동 B02호)	1.15454E+15	서울특별시 금천구 벚꽃로6길	생선조림														
천년만년	노원구	일반음식점	한식	6	먹을만큼적당히	37.67501183	127.0572849	02-939-9377	36 (상계동)	1.13504E+15	서울특별시 노원구 동일로242길	칼국수														
수락산할매집	노원구	일반음식점	한식	6	먹을만큼적당히	37.67475755	127.0612748	02-951-1507	109 (상계동)	1.13504E+15	서울특별시 노원구 동일로242길	칼국수														
진영삼계탕	노원구	일반음식점	한식	6	먹을만큼적당히	37.66410368	127.0749346	010-7497-1434	8 1층 (상계동)	1.13503E+15	서울특별시 노원구 수락산로	삼계탕														
장미삼계탕	노원구	일반음식점	한식	6	먹을만큼적당히	37.61882591	127.0772769	010-9036-7700	449-10 1층 (공릉동)	1.13503E+15	서울특별시 노원구 화랑로	삼계탕														
신선설농탕	노원구	일반음식점	한식	6	먹을만큼적당히	37.65576237	127.0659101	02-934-0069	521 (상계동정일빌딩 1층)	1.13503E+15	서울특별시 노원구 노해로	설렁탕														
당고개냉면	노원구	일반음식점	한식	6	먹을만큼적당히	37.66546197	127.0755435	02-936-6481	41 (상계동)	1.13504E+15	서울특별시 노원구 수락산로2길	냉면														
남가네설악추어탕 한모둠순대국	노원구	일반음식점	한식	6	먹을만큼적당히	37.67082859	127.0553775	02-933-1559	212 (상계동)	1.13503E+15	서울특별시 노원구 수락산로	추어탕														
고려식당	노원구	일반음식점	한식	6	먹을만큼적당히	37.65453861	127.0630351	02-938-0023	494 (상계동고려빌딩 지하)	1.13503E+15	서울특별시 노원구 노해로	영양탕 삼계탕														
가재골 수제비	노원구	일반음식점	한식	6	먹을만큼적당히	37.67443352	127.0606443	02-939-6778	100 (상계동)	1.13504E+15	서울특별시 노원구 동일로242길	수제비														
그 고기집	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65233471	127.0130228	02-992-8479	6 (쌍문동)	1.13204E+15	서울특별시 도봉구 삼양로146길	반공기														
콩사랑	도봉구	일반음식점	한식	6	먹을만큼적당히	37.68781919	127.0424564	02-3492-5182	10 (도봉동)	1.13204E+15	서울특별시 도봉구 도봉산4길	두부전골(소)														
유성집	도봉구	일반음식점	한식	6	먹을만큼적당히	37.68378677	127.0506846	02-955-0550	56 (도봉동)	1.13204E+15	서울특별시 도봉구 도봉로180나길	미니멸치국수														
순두부마을	도봉구	일반음식점	한식	6	먹을만큼적당히	37.66802835	127.047065	02-956-7887	650 (방학동도봉월드 206호)	1.13203E+15	서울특별시 도봉구 마들로	반공기														
행복한밥상	도봉구	일반음식점	한식	6	먹을만큼적당히	37.67847664	127.0457022	02-954-9933	19 1층 (도봉동)	1.13204E+15	서울특별시 도봉구 도봉로168길	반공기														
호아퐁방학본점	도봉구	일반음식점	한식	6	먹을만큼적당히	37.66287128	127.0219056	02-955-3492	278-8 (방학동)	1.13203E+15	서울특별시 도봉구 방학로	미니쌀국수														
북한산장어명가	도봉구	일반음식점	한식	6	먹을만큼적당히	37.66289	127.0177349	02-3491-5555	312 (방학동)	1.13203E+15	서울특별시 도봉구 방학로	후식장어탕														
명품한우 천둥소리	도봉구	일반음식점	한식	6	먹을만큼적당히	37.66293501	127.0273821	02-3492-6677	135 (방학동지상2층)	1.13203E+15	서울특별시 도봉구 시루봉로	반공기														
송림각	도봉구	일반음식점	중국식	6	먹을만큼적당히	37.66132042	127.0274993	02-3491-3334	223 (방학동신동아상가)	1.13203E+15	서울특별시 도봉구 방학로	미니짬뽕														
별학골 명품순대국	도봉구	일반음식점	한식	6	먹을만큼적당히	37.6625649	127.0366165	02-3492-5600	139 지상1층 (방학동)	1.13203E+15	서울특별시 도봉구 방학로	감자탕(대중소)														
어라진	도봉구	일반음식점	한식	6	먹을만큼적당히	37.6564341	127.0382681	02-995-7771	12 (쌍문동)	1.13204E+15	서울특별시 도봉구 해등로17길	반공기 해물탕(대중소)														
일억조아구찜	도봉구	일반음식점	한식	6	먹을만큼적당히	37.64789981	127.025636	02-998-5533	346-9 1층 (쌍문동)	1.13203E+15	서울특별시 도봉구 우이천로	반공기 아구탕(대중소)														
동해수산	도봉구	일반음식점	일식	6	먹을만큼적당히	37.66384617	127.041808	02-3491-8500	663-8 (방학동)	1.13203E+15	서울특별시 도봉구 도봉로	반공기														
청어진 동태찜	도봉구	일반음식점	한식	6	먹을만큼적당히	37.66592457	127.0447152	02-955-1554	28 (방학동지상1층)	1.13204E+15	서울특별시 도봉구 도봉로150길	반공기														
장수옥설렁탕	도봉구	일반음식점	한식	6	먹을만큼적당히	37.67644098	127.0442455	02-3494-6980	805 (도봉동)	1.13203E+15	서울특별시 도봉구 도봉로	어린이설렁탕														
설담재 설렁탕	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65484448	127.039124	02-998-0202	562 지상1층 (창동)	1.13203E+15	서울특별시 도봉구 도봉로	어린이설렁탕														
뚝닭	도봉구	일반음식점	한식	6	먹을만큼적당히	37.6471129	127.0308391	02-905-0095	46 1층 (쌍문동)	1.13204E+15	서울특별시 도봉구 도봉로109길	반계탕														
상하이	도봉구	일반음식점	중국식	6	먹을만큼적당히	37.63703013	127.0394364	02-994-1144	74 (창동1층 지층)	1.13204E+15	서울특별시 도봉구 우이천로4다길	어린이짜장														
산도토리임자탕	도봉구	일반음식점	한식	6	먹을만큼적당히	37.63963194	127.0401312	02-903-9928	13 (창동)	1.13204E+15	서울특별시 도봉구 덕릉로60길	쟁반국수(소)														
부산돼지국밥	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65037297	127.0360983	02-997-1133	506 1층 (창동)	1.13203E+15	서울특별시 도봉구 도봉로	반공기어린이국밥														
홍두깨	도봉구	일반음식점	식육취급	6	먹을만큼적당히	37.63317733	127.0399918	02-903-5236	4-5 (창동)	1.13204E+15	서울특별시 도봉구 우이천로4길	반공기														
태림산채정식	도봉구	일반음식점	한식	6	먹을만큼적당히	37.64998069	127.0342488	02-998-5468	32 (쌍문동)	1.13204E+15	서울특별시 도봉구 노해로60길	반공기														
금강산감자탕	도봉구	일반음식점	한식	6	먹을만큼적당히	37.6643145	127.0423115	02-3491-5401	669 (방학동(1층))	1.13203E+15	서울특별시 도봉구 도봉로	감자탕(대중소)														
흑도야지	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65875844	127.0388405	02-996-9458	102 1층 (쌍문동)	1.13204E+15	서울특별시 도봉구 방학로3길	후식잔치국수														
원조순대국	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65504315	127.0377597	02-998-7443	7 (쌍문동)	1.13204E+15	서울특별시 도봉구 도봉로129길	반공기														
오장동신창 면옥(창동점)	도봉구	일반음식점	한식	6	먹을만큼적당히	37.64101922	127.0408118	02-903-3048	268 (창동외3필지(지상2층))	1.13203E+15	서울특별시 도봉구 덕릉로	반공기														
곰갈비집	도봉구	일반음식점	한식	6	먹을만큼적당히	0	0	02-998-6977	57 1층 (창동)	1.13204E+15	서울특별시 도봉구 덕릉로60길	반공기														
원조의정부부대찌게	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65699965	127.0390798	02-999-4466	156 (쌍문동)	1.13203E+15	서울특별시 도봉구 해등로	반공기														
순수밀칼국수	도봉구	일반음식점	한식	6	먹을만큼적당히	37.65769543	127.0384138	02-997-9707	127 (쌍문동지상2층)	1.13204E+15	서울특별시 도봉구 방학로3길	국수(소)비빔밥														
원당감자탕	마포구	일반음식점	한식	6	먹을만큼적당히	37.5813848	126.8874395	02-6323-6323	9 1층103동 (상암동)	1.14404E+15	서울특별시 마포구 월드컵북로56길	밥														
삼미삼계탕	마포구	일반음식점	한식	6	먹을만큼적당히	37.5813848	126.8874395	02-3142-1616	9 (상암동(주)우리기술사옥 3층 301호 302호)	1.14404E+15	서울특별시 마포구 월드컵북로56길	밥														
상암순대국	마포구	일반음식점	한식	6	먹을만큼적당히	37.57690473	126.8948952	02-306-0802	50 (상암동1층)	1.14404E+15	서울특별시 마포구 월드컵북로44길	밥														
모이세해장국	마포구	일반음식점	한식	6	먹을만큼적당히	37.54142675	126.9411337	02-718-0523	286 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
청춘구락부	마포구	일반음식점	한식	6	먹을만큼적당히	0	0	02-702-1399	308 1 2층 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
서씨네해장국	마포구	일반음식점	한식	6	먹을만큼적당히	37.54122144	126.9413738	02-712-6134	290 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
풍천장어	마포구	일반음식점	한식	6	먹을만큼적당히	37.54356628	126.9387015	02-718-1489	253 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
봉피양 마포	마포구	일반음식점	한식	6	먹을만큼적당히	37.54009053	126.9429044	02-715-2295	308 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
신촌홍어집	마포구	일반음식점	한식	6	먹을만큼적당히	37.57833231	126.8953551	02-323-1694	19-6 (상암동 1층)	1.14404E+15	서울특별시 마포구 매봉산로2길	밥														
해밀	마포구	일반음식점	한식	6	먹을만큼적당히	37.58010685	126.8889811	02-6393-5678	402 (상암동 KGIT센터 지하1층 B128호)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
한우리순대국	마포구	일반음식점	한식	6	먹을만큼적당히	37.57944137	126.8903225	02-2132-8090	396 (상암동누리꿈스퀘어 지1층 B11041105호)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
하노이의 아침	마포구	일반음식점	한식	6	먹을만큼적당히	37.57944137	126.8903225	02-363-8839	396 (상암동누리꿈스퀘어 2층 R204호)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
팔미낙지한마리수제비	마포구	일반음식점	한식	6	먹을만큼적당히	37.54364594	126.9468939	02-711-7766	308 (염리동)	1.14403E+15	서울특별시 마포구 독막로	밥														
참식당	마포구	일반음식점	일식	6	먹을만큼적당히	37.54016654	126.9435697	02-706-2432	311 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
참숯꺼먹돼지생고기굴요리2	마포구	일반음식점	한식	6	먹을만큼적당히	37.57842574	126.895047	02-306-1889	13 (상암동2층)	1.14404E+15	서울특별시 마포구 매봉산로2길	밥														
조마루뼈다귀마포점	마포구	일반음식점	한식	6	먹을만큼적당히	37.54260798	126.9393902	02-717-5551	266 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
제주뒷고기홍이막창(부왕식당)	마포구	일반음식점	한식	6	먹을만큼적당히	37.57737354	126.8952342	02-372-0908	31 (상암동 1층)	1.14404E+15	서울특별시 마포구 월드컵북로48길	밥														
장가네설렁탕	마포구	일반음식점	한식	6	먹을만큼적당히	37.54139264	126.9451529	02-715-9797	23 (용강동 1층)	1.14404E+15	서울특별시 마포구 토정로37길	밥														
이찌방	마포구	일반음식점	일식	6	먹을만큼적당히	37.54069559	126.942044	02-701-1441	296 (용강동 지하1층)	1.14403E+15	서울특별시 마포구 토정로	밥														
이어도횟집	마포구	일반음식점	생선회	6	먹을만큼적당히	37.57660846	126.8940624	02-376-7790	 5(상암동)	1.14404E+15	서울특별시 마포구 월드컵북로48길	밥														
이모네	마포구	일반음식점	한식	6	먹을만큼적당히	37.57944137	126.8903225	02-2132-8007	396 (상암동누리꿈스퀘어 B1 B1053)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
육칼닭한마리칼국수	마포구	일반음식점	한식	6	먹을만큼적당히	37.57818825	126.8954685	010-7745-3300	25-5 (상암동 1층 일부)	1.14404E+15	서울특별시 마포구 매봉산로2길	밥														
울엄마	마포구	일반음식점	분식	6	먹을만큼적당히	0	0	02-714-1995	63 106호 (염리동 삼성래미안상가)	1.14404E+15	서울특별시 마포구 백범로25길	밥														
서룡	마포구	일반음식점	중국식	6	먹을만큼적당히	0	0	02-6365-4040	361 204호 (상암동DMC 이안상암2단지 2층 201202203)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
새벽집	마포구	일반음식점	김밥(도시락)	6	먹을만큼적당히	37.57944137	126.8903225	02-2132-8777	396 (상암동 누리꿈스퀘어 B1066호 일부)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
마포본토갈비	마포구	일반음식점	한식	6	먹을만큼적당히	37.54223737	126.9405764	02-714-4936	275 (용강동1.2층)	1.14403E+15	서울특별시 마포구 토정로	밥														
밥내음이야기	마포구	일반음식점	한식	6	먹을만큼적당히	37.58162133	126.8860489	02-6922-1233	434 2층 206호 (상암동 상암IT Tower)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
박대박 마포점	마포구	일반음식점	한식	6	먹을만큼적당히	37.54246068	126.9403091	02-706-8684	271 (용강동대현빌딩 1층)	1.14403E+15	서울특별시 마포구 토정로	밥														
맹씨네	마포구	일반음식점	한식	6	먹을만큼적당히	37.54122557	126.9424555	02-701-8611	5 1층 (용강동)	1.14404E+15	서울특별시 마포구 토정로33길	밥														
만석궁	마포구	일반음식점	중국식	6	먹을만큼적당히	37.54355231	126.9470569	02-719-8071	310 지상2층 (염리동)	1.14403E+15	서울특별시 마포구 독막로	밥														
마포갈비집	마포구	일반음식점	한식	6	먹을만큼적당히	37.53995777	126.9441311	02-716-8001	315 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
